gp_id	kind	status	path	last_modified
GP-023	project	active	projects/gp023_crucial_01/history/1776516560_iter15_score_97_gp023_crucial_01.md	2026-04-18
GP-023	project	active	projects/gp023_crucial_01/history/1776516560_iter15_score_97_gp023_crucial_01_dag.json	2026-04-18
GP-023	project	active	projects/gp023_crucial_01/history/1776516560_iter15_score_97_gp023_crucial_01_meta.json	2026-04-18
GP-023	project	active	projects/gp023_crucial_01/history/1776516560_iter1_score_73_gp023_crucial_01.md	2026-04-18
GP-023	project	active	projects/gp023_crucial_01/history/1776516560_iter1_score_73_gp023_crucial_01_dag.json	2026-04-18
GP-023	project	active	projects/gp023_crucial_01/history/1776516560_iter1_score_73_gp023_crucial_01_meta.json	2026-04-18
GP-023	project	active	projects/gp023_crucial_01/history/1776516560_iter3_score_88_gp023_crucial_01.md	2026-04-18
GP-023	project	active	projects/gp023_crucial_01/history/1776516560_iter3_score_88_gp023_crucial_01_dag.json	2026-04-18
GP-023	project	active	projects/gp023_crucial_01/history/1776516560_iter3_score_88_gp023_crucial_01_meta.json	2026-04-18
GP-023	project	active	projects/gp023_crucial_02	2026-04-18
GP-023	project	active	projects/gp023_crucial_02/history/1776520755_iter0_score_0_gp023_crucial_02.md	2026-04-18
GP-023	project	active	projects/gp023_crucial_02/history/1776520755_iter0_score_0_gp023_crucial_02_dag.json	2026-04-18
GP-023	project	active	projects/gp023_crucial_02/history/1776520755_iter0_score_0_gp023_crucial_02_meta.json	2026-04-18
GP-023	project	active	projects/gp023_crucial_02/history/1776520755_iter6_score_88_gp023_crucial_02.md	2026-04-18
GP-023	project	active	projects/gp023_crucial_02/history/1776520755_iter6_score_88_gp023_crucial_02_dag.json	2026-04-18
GP-023	project	active	projects/gp023_crucial_02/history/1776520755_iter6_score_88_gp023_crucial_02_meta.json	2026-04-18
GP-023	project	active	projects/gp023_crucial_02_extended	2026-04-18
GP-023	project	active	projects/gp023_crucial_02_extended/history/1776525741_iter0_score_88_gp023_crucial_02_extended.md	2026-04-18
GP-023	project	active	projects/gp023_crucial_02_extended/history/1776525741_iter0_score_88_gp023_crucial_02_extended_dag.json	2026-04-18
GP-023	project	active	projects/gp023_crucial_02_extended/history/1776525741_iter0_score_88_gp023_crucial_02_extended_meta.json	2026-04-18
GP-023	project	active	projects/gp023_crucial_02_extended/history/1776525741_iter17_score_93_gp023_crucial_02_extended.md	2026-04-18
GP-023	project	active	projects/gp023_crucial_02_extended/history/1776525741_iter17_score_93_gp023_crucial_02_extended_dag.json	2026-04-18
GP-023	project	active	projects/gp023_crucial_02_extended/history/1776525741_iter17_score_93_gp023_crucial_02_extended_meta.json	2026-04-18
GP-023	project	active	projects/gp023_crucial_02_extended/history/1776525741_iter8_score_92_gp023_crucial_02_extended.md	2026-04-18
GP-023	project	active	projects/gp023_crucial_02_extended/history/1776525741_iter8_score_92_gp023_crucial_02_extended_dag.json	2026-04-18
GP-023	project	active	projects/gp023_crucial_02_extended/history/1776525741_iter8_score_92_gp023_crucial_02_extended_meta.json	2026-04-18
GP-023	project	active	projects/gp023_crucial_03	2026-04-18
GP-023	project	active	projects/gp023_crucial_03/history/1776528803_iter0_score_52_gp023_crucial_03_01.md	2026-04-18
GP-023	project	active	projects/gp023_crucial_03/history/1776528803_iter0_score_52_gp023_crucial_03_01_dag.json	2026-04-18
GP-023	project	active	projects/gp023_crucial_03/history/1776528803_iter0_score_52_gp023_crucial_03_01_meta.json	2026-04-18
GP-023	project	active	projects/gp023_crucial_03/history/1776528803_iter4_score_77_gp023_crucial_03_01.md	2026-04-18
GP-023	project	active	projects/gp023_crucial_03/history/1776528803_iter4_score_77_gp023_crucial_03_01_dag.json	2026-04-18
GP-023	project	active	projects/gp023_crucial_03/history/1776528803_iter4_score_77_gp023_crucial_03_01_meta.json	2026-04-18
GP-023	project	active	projects/gp023_crucial_03/history/1776528803_iter5_score_80_gp023_crucial_03_01.md	2026-04-18
GP-023	project	active	projects/gp023_crucial_03/history/1776528803_iter5_score_80_gp023_crucial_03_01_dag.json	2026-04-18
GP-023	project	active	projects/gp023_crucial_03/history/1776528803_iter5_score_80_gp023_crucial_03_01_meta.json	2026-04-18
GP-023	project	active	projects/gp023_crucial_03/history/1776528803_iter6_score_88_gp023_crucial_03_01.md	2026-04-18
GP-023	project	active	projects/gp023_crucial_03/history/1776528803_iter6_score_88_gp023_crucial_03_01_dag.json	2026-04-18
GP-023	project	active	projects/gp023_crucial_03/history/1776528803_iter6_score_88_gp023_crucial_03_01_meta.json	2026-04-18
GP-023	project	active	projects/gp023_planck_sandbox_01	2026-04-11
GP-023	project	active	projects/gp023_planck_sandbox_01/history/1775871120_iter0_score_0_gp023_planck_sandbox_01.md	2026-04-11
GP-023	project	active	projects/gp023_planck_sandbox_01/history/1775871120_iter0_score_0_gp023_planck_sandbox_01_dag.json	2026-04-11
GP-023	project	active	projects/gp023_planck_sandbox_01/history/1775871120_iter0_score_0_gp023_planck_sandbox_01_meta.json	2026-04-11
GP-023	project	active	projects/gp023_planck_sandbox_01/history/1775911536_iter0_score_40_gp023_planck_sandbox_01.md	2026-04-11
GP-023	project	active	projects/gp023_planck_sandbox_01/history/1775911536_iter0_score_40_gp023_planck_sandbox_01_dag.json	2026-04-11
GP-023	project	active	projects/gp023_planck_sandbox_01/history/1775911536_iter0_score_40_gp023_planck_sandbox_01_meta.json	2026-04-11
GP-023	project	active	projects/gp023_planck_sandbox_01/history/1775911536_iter1_score_58_gp023_planck_sandbox_01.md	2026-04-11
GP-023	project	active	projects/gp023_planck_sandbox_01/history/1775911536_iter1_score_58_gp023_planck_sandbox_01_dag.json	2026-04-11
GP-023	project	active	projects/gp023_planck_sandbox_01/history/1775911536_iter1_score_58_gp023_planck_sandbox_01_meta.json	2026-04-11
GP-023	project	active	projects/gp023_planck_sandbox_01/history/1775911536_iter2_score_70_gp023_planck_sandbox_01.md	2026-04-11
GP-023	project	active	projects/gp023_planck_sandbox_01/history/1775911536_iter2_score_70_gp023_planck_sandbox_01_dag.json	2026-04-11
GP-023	project	active	projects/gp023_planck_sandbox_01/history/1775911536_iter2_score_70_gp023_planck_sandbox_01_meta.json	2026-04-11
GP-023	project	active	projects/gp023_planck_sandbox_01/history/1775911536_iter4_score_95_gp023_planck_sandbox_01.md	2026-04-11
GP-023	project	active	projects/gp023_planck_sandbox_01/history/1775911536_iter4_score_95_gp023_planck_sandbox_01_dag.json	2026-04-11
GP-023	project	active	projects/gp023_planck_sandbox_01/history/1775911536_iter4_score_95_gp023_planck_sandbox_01_meta.json	2026-04-11
GP-023	project	active	projects/gp023_planck_sandbox_02	2026-04-13
GP-023	project	active	projects/gp023_planck_sandbox_02/history/1775935024_iter0_score_0_gp023_planck_sandbox_02.md	2026-04-11
GP-023	project	active	projects/gp023_planck_sandbox_02/history/1775935024_iter0_score_0_gp023_planck_sandbox_02_dag.json	2026-04-11
GP-023	project	active	projects/gp023_planck_sandbox_02/history/1775935024_iter0_score_0_gp023_planck_sandbox_02_meta.json	2026-04-11
GP-023	project	active	projects/gp023_planck_sandbox_03	2026-04-13
GP-023	project	active	projects/gp023_planck_sandbox_03/history/1776046185_iter0_score_0_gp023_planck_sandbox_03.md	2026-04-13
GP-023	project	active	projects/gp023_planck_sandbox_03/history/1776046185_iter0_score_0_gp023_planck_sandbox_03_dag.json	2026-04-13
GP-023	project	active	projects/gp023_planck_sandbox_03/history/1776046185_iter0_score_0_gp023_planck_sandbox_03_meta.json	2026-04-13
GP-023	project	active	projects/gp023_planck_sandbox_03/history/1776046185_iter13_score_50_gp023_planck_sandbox_03.md	2026-04-13
GP-023	project	active	projects/gp023_planck_sandbox_03/history/1776046185_iter13_score_50_gp023_planck_sandbox_03_dag.json	2026-04-13
GP-023	project	active	projects/gp023_planck_sandbox_03/history/1776046185_iter13_score_50_gp023_planck_sandbox_03_meta.json	2026-04-13
GP-023	project	active	projects/gp023_planck_sandbox_04	2026-04-14
GP-023	project	active	projects/gp023_planck_sandbox_04/history/1776097298_iter0_score_0_gp023_planck_sandbox_04.md	2026-04-13
GP-023	project	active	projects/gp023_planck_sandbox_04/history/1776097298_iter0_score_0_gp023_planck_sandbox_04_dag.json	2026-04-13
GP-023	project	active	projects/gp023_planck_sandbox_04/history/1776097298_iter0_score_0_gp023_planck_sandbox_04_meta.json	2026-04-13
GP-023	project	active	projects/gp023_planck_sandbox_04/history/1776128378_iter1_score_50_gp023_planck_sandbox_04.md	2026-04-14
GP-023	project	active	projects/gp023_planck_sandbox_04/history/1776128378_iter1_score_50_gp023_planck_sandbox_04_dag.json	2026-04-14
GP-023	project	active	projects/gp023_planck_sandbox_04/history/1776128378_iter1_score_50_gp023_planck_sandbox_04_meta.json	2026-04-14
GP-023	project	active	projects/gp023_planck_sandbox_05	2026-04-14
GP-023	project	active	projects/gp023_planck_sandbox_05/history/1776139050_iter0_score_0_gp023_planck_sandbox_05.md	2026-04-14
GP-023	project	active	projects/gp023_planck_sandbox_05/history/1776139050_iter0_score_0_gp023_planck_sandbox_05_dag.json	2026-04-14
GP-023	project	active	projects/gp023_planck_sandbox_05/history/1776139050_iter0_score_0_gp023_planck_sandbox_05_meta.json	2026-04-14
GP-023	project	active	projects/gp023_planck_sandbox_05/history/1776139050_iter1_score_50_gp023_planck_sandbox_05.md	2026-04-14
GP-023	project	active	projects/gp023_planck_sandbox_05/history/1776139050_iter1_score_50_gp023_planck_sandbox_05_dag.json	2026-04-14
GP-023	project	active	projects/gp023_planck_sandbox_05/history/1776139050_iter1_score_50_gp023_planck_sandbox_05_meta.json	2026-04-14
GP-023	project	active	projects/gp023_planck_sandbox_06	2026-04-14
GP-023	project	active	projects/gp023_planck_sandbox_06/_frozen_reference/GP-023_sandbox06_identifiability_hardening_seam.md	2026-04-14
GP-023	project	active	projects/gp023_planck_sandbox_06/history/1776193855_iter0_score_0_gp023_planck_sandbox_06.md	2026-04-14
GP-023	project	active	projects/gp023_planck_sandbox_06/history/1776193855_iter0_score_0_gp023_planck_sandbox_06_dag.json	2026-04-14
GP-023	project	active	projects/gp023_planck_sandbox_06/history/1776193855_iter0_score_0_gp023_planck_sandbox_06_meta.json	2026-04-14
GP-023	project	active	projects/gp023_planck_sandbox_06/history/1776201692_iter2_score_57_gp023_planck_sandbox_06.md	2026-04-14
GP-023	project	active	projects/gp023_planck_sandbox_06/history/1776201692_iter2_score_57_gp023_planck_sandbox_06_dag.json	2026-04-14
GP-023	project	active	projects/gp023_planck_sandbox_06/history/1776201692_iter2_score_57_gp023_planck_sandbox_06_meta.json	2026-04-14
GP-023	project	active	projects/gp023_planck_sandbox_06/history/1776201692_iter4_score_67_gp023_planck_sandbox_06.md	2026-04-14
GP-023	project	active	projects/gp023_planck_sandbox_06/history/1776201692_iter4_score_67_gp023_planck_sandbox_06_dag.json	2026-04-14
GP-023	project	active	projects/gp023_planck_sandbox_06/history/1776201692_iter4_score_67_gp023_planck_sandbox_06_meta.json	2026-04-14
GP-023	project	active	projects/gp023_planck_sandbox_06/history/1776201692_iter9_score_83_gp023_planck_sandbox_06.md	2026-04-14
GP-023	project	active	projects/gp023_planck_sandbox_06/history/1776201692_iter9_score_83_gp023_planck_sandbox_06_dag.json	2026-04-14
GP-023	project	active	projects/gp023_planck_sandbox_06/history/1776201692_iter9_score_83_gp023_planck_sandbox_06_meta.json	2026-04-14
GP-023	project	active	projects/gp023_planck_sandbox_07	2026-04-15
GP-023	project	active	projects/gp023_planck_sandbox_07/history/1776210413_iter0_score_0_gp023_planck_sandbox_07.md	2026-04-14
GP-023	project	active	projects/gp023_planck_sandbox_07/history/1776210413_iter0_score_0_gp023_planck_sandbox_07_dag.json	2026-04-14
GP-023	project	active	projects/gp023_planck_sandbox_07/history/1776210413_iter0_score_0_gp023_planck_sandbox_07_meta.json	2026-04-14
GP-023	project	active	projects/gp023_planck_sandbox_08	2026-04-15
GP-023	project	active	projects/gp023_planck_sandbox_08/history/1776220938_iter0_score_0_gp023_planck_sandbox_08.md	2026-04-15
GP-023	project	active	projects/gp023_planck_sandbox_08/history/1776220938_iter0_score_0_gp023_planck_sandbox_08_dag.json	2026-04-15
GP-023	project	active	projects/gp023_planck_sandbox_08/history/1776220938_iter0_score_0_gp023_planck_sandbox_08_meta.json	2026-04-15
GP-023	project	active	projects/gp023_planck_sandbox_09	2026-04-15
GP-023	project	active	projects/gp023_sandbox_09	2026-04-15
GP-023	project	active	projects/gp023_sandbox_09/history/1776257539_iter0_score_0_gp023_sandbox_09.md	2026-04-15
GP-023	project	active	projects/gp023_sandbox_09/history/1776257539_iter0_score_0_gp023_sandbox_09_dag.json	2026-04-15
GP-023	project	active	projects/gp023_sandbox_09/history/1776257539_iter0_score_0_gp023_sandbox_09_meta.json	2026-04-15
GP-023	project	active	projects/gp023_sandbox_09/history/1776257539_iter1_score_50_gp023_sandbox_09.md	2026-04-15
GP-023	project	active	projects/gp023_sandbox_09/history/1776257539_iter1_score_50_gp023_sandbox_09_dag.json	2026-04-15
GP-023	project	active	projects/gp023_sandbox_09/history/1776257539_iter1_score_50_gp023_sandbox_09_meta.json	2026-04-15
GP-023	project	active	projects/gp023_sandbox_09/history/1776258959_iter1_score_100_gp023_sandbox_09.md	2026-04-15
GP-023	project	active	projects/gp023_sandbox_09/history/1776258959_iter1_score_100_gp023_sandbox_09_dag.json	2026-04-15
GP-023	project	active	projects/gp023_sandbox_09/history/1776258959_iter1_score_100_gp023_sandbox_09_meta.json	2026-04-15
GP-023	project	active	projects/gp023_sandbox_10	2026-04-18
GP-023	rubric	active	rubrics/dynamic_gp023_planck_sandbox_01.json	2026-04-11
GP-023	rubric	active	rubrics/gp023_crucial_01.json	2026-04-18
GP-023	rubric	active	rubrics/gp023_crucial_02.json	2026-04-18
GP-023	rubric	active	rubrics/gp023_crucial_02_extended.json	2026-04-18
GP-023	rubric	active	rubrics/gp023_crucial_03_01.json	2026-04-18
GP-023	rubric	active	rubrics/gp023_planck_sandbox_01.json	2026-04-10
GP-023	rubric	active	rubrics/gp023_planck_sandbox_02.json	2026-04-11
GP-023	rubric	active	rubrics/gp023_planck_sandbox_03.json	2026-04-13
GP-023	rubric	active	rubrics/gp023_planck_sandbox_04.json	2026-04-13
GP-023	rubric	active	rubrics/gp023_planck_sandbox_05.json	2026-04-14
GP-023	rubric	active	rubrics/gp023_planck_sandbox_06.json	2026-04-14
GP-023	rubric	active	rubrics/gp023_planck_sandbox_07.json	2026-04-14
GP-023	rubric	active	rubrics/gp023_planck_sandbox_08.json	2026-04-15
GP-023	rubric	active	rubrics/gp023_sandbox_09.json	2026-04-15
GP-023	seam	active	research_areas/private/seams/substrates/planck/GP-023_ontology_trap_planck_mechanism_seam.md	2026-04-14
GP-023	seam	active	research_areas/private/seams/substrates/planck/GP-023_planck_sandbox_07_blind_eml_inversion_design.md	2026-04-14
GP-023	seam	active	research_areas/private/seams/substrates/planck/GP-023_planck_sandbox_07_closure.md	2026-04-15
GP-023	seam	active	research_areas/private/seams/substrates/planck/GP-023_planck_sandbox_07_pre_registration.md	2026-04-14
GP-023	seam	active	research_areas/private/seams/substrates/planck/GP-023_planck_sandbox_08_closure.md	2026-04-15
GP-023	seam	active	research_areas/private/seams/substrates/planck/GP-023_planck_sandbox_08_pre_registration.md	2026-04-15
GP-023	seam	active	research_areas/private/seams/substrates/planck/GP-023_planck_sandbox_09_pre_registration_RETIRED_2026-04-15.md	2026-04-15
GP-023	seam	active	research_areas/private/seams/substrates/planck/GP-023_sandbox06_identifiability_hardening_seam.md	2026-04-14
GP-023	seam	active	research_areas/private/seams/substrates/planck/GP-023_sandbox_09_post_run_audit.md	2026-04-15
GP-023	seam	active	research_areas/private/seams/substrates/planck/GP-023_sandbox_09_pre_registration.md	2026-04-15
GP-023	seam	active	research_areas/private/seams/substrates/planck/GP-023_sandbox_10_nesting_collapse_audit.md	2026-04-15
GP-023	seam	active	research_areas/private/seams/substrates/planck/GP-023_sandbox_10_post_run_audit.md	2026-04-15
GP-023	seam	active	research_areas/private/seams/substrates/planck/GP-023_sandbox_10_pre_registration.md	2026-04-15
GP-023	seam	active	research_areas/private/seams/substrates/planck/gp023_sandbox_09_generator.py	2026-04-15
GP-023	seam	active	research_areas/private/seams/substrates/planck/gp023_sandbox_10_generator.py	2026-04-15
GP-023	seam	active	research_areas/private/seams/substrates/planck/gp023_sandbox_10_identifiability.py	2026-04-15
GP-023	seam	active	research_areas/seams/substrates/planck/GP-023_planck_pre_registration.md	2026-04-11
GP-023	seam	active	research_areas/seams/substrates/planck/GP-023_planck_sandbox_02_pre_registration.md	2026-04-11
GP-023	seam	active	research_areas/seams/substrates/planck/GP-023_planck_sandbox_03_pre_registration.md	2026-04-13
GP-023	seam	active	research_areas/seams/substrates/planck/GP-023_planck_sandbox_04_pre_registration.md	2026-04-13
GP-023	seam	active	research_areas/seams/substrates/planck/GP-023_planck_sandbox_05_pre_registration.md	2026-04-14
GP-023	spec	active	research_areas/private/specs/active/substrates/planck/GP-023_ontology_trap_planck_mechanism_spec.md	2026-04-13
GP-024	seam	active	research_areas/private/seams/apparatus/instrumentation/GP-024_persistent_research_workspace_seam.md	2026-04-10
GP-025	seam	active	research_areas/seams/engine/mutator/GP-025_operator_patching_vs_mutation_seam.md	2026-04-15
GP-025	spec	active	research_areas/private/specs/active/engine/mutator/GP-025_operator_patching_vs_mutation_spec.md	2026-04-12
GP-026	seam	active	research_areas/seams/apparatus/supervisor/GP-026_runner_no_suite_rejection_seam.md	2026-04-11
GP-026	spec	active	research_areas/specs/active/apparatus/supervisor/GP-026_runner_no_suite_rejection_spec.md	2026-04-11
GP-027	seam	active	research_areas/seams/apparatus/instrumentation/GP-027_evidence_compile_reuse_seam.md	2026-04-11
GP-027	spec	active	research_areas/specs/active/apparatus/instrumentation/GP-027_evidence_compile_reuse_spec.md	2026-04-11
GP-028	seam	active	research_areas/seams/engine/mutator/GP-028_speculative_hypothesis_lane_seam.md	2026-04-11
GP-028	spec	active	research_areas/private/specs/active/engine/mutator/GP-028_speculative_hypothesis_lane_spec.md	2026-04-12
GP-029	seam	active	research_areas/seams/apparatus/instrumentation/GP-029_latent_distance_observability_seam.md	2026-04-15
GP-030	seam	active	research_areas/private/seams/engine/mutator/GP-030_deterministic_charter_gate_seam.md	2026-04-12
GP-031	seam	active	research_areas/private/seams/apparatus/supervisor/GP-031_findings_birth_bridge_seam.md	2026-04-11
GP-032	other	active	research_areas/private/planning/gp032_operational_memo.md	2026-04-12
GP-032	seam	active	research_areas/private/seams/apparatus/instrumentation/GP-032_epistemic_throughput_unit_economics_seam.md	2026-04-13
GP-033	seam	active	research_areas/private/seams/apparatus/instrumentation/GP-033_multi_project_synthesis_generalization_seam.md	2026-04-11
GP-033	spec	active	research_areas/private/specs/active/apparatus/instrumentation/GP-033_multi_project_synthesis_generalization_spec.md	2026-04-11
GP-034	seam	active	research_areas/private/seams/engine/mutator/GP-034_loop_control_blind_to_latent_distance_seam.md	2026-04-12
GP-035	seam	active	research_areas/private/seams/engine/grammar/GP-035_mutator_missing_fit_primitive_seam.md	2026-04-18
GP-035	spec	active	research_areas/private/specs/active/engine/grammar/GP-035_mutator_fit_primitive_spec.md	2026-04-12
GP-036	seam	active	research_areas/private/seams/apparatus/supervisor/GP-036_findings_runner_supervisor_convergence_seam.md	2026-04-15
GP-036	spec	active	research_areas/private/specs/active/apparatus/supervisor/GP-036_findings_runner_supervisor_convergence_spec.md	2026-04-17
GP-037	postmortem	active	research_areas/private/postmortems/gp037_invalid_smoke_contract_failure_2026_04_12.md	2026-04-12
GP-037	project	active	projects/gp037_substrate_swap_01	2026-04-12
GP-037	project	active	projects/gp037_substrate_swap_01/history/1776000060_iter0_score_0_gp037_substrate_swap_01.md	2026-04-12
GP-037	project	active	projects/gp037_substrate_swap_01/history/1776000060_iter0_score_0_gp037_substrate_swap_01_dag.json	2026-04-12
GP-037	project	active	projects/gp037_substrate_swap_01/history/1776000060_iter0_score_0_gp037_substrate_swap_01_meta.json	2026-04-12
GP-037	project	active	projects/gp037_substrate_swap_01/history/1776003304_iter0_score_0_gp037_substrate_swap_01.md	2026-04-12
GP-037	project	active	projects/gp037_substrate_swap_01/history/1776003304_iter0_score_0_gp037_substrate_swap_01_dag.json	2026-04-12
GP-037	project	active	projects/gp037_substrate_swap_01/history/1776003304_iter0_score_0_gp037_substrate_swap_01_meta.json	2026-04-12
GP-037	rubric	active	rubrics/gp037_substrate_swap_01.json	2026-04-12
GP-037	seam	active	research_areas/seams/protocol/GP-037_substrate_swap_01_pre_registration.md	2026-04-12
GP-037	seam	active	research_areas/seams/protocol/GP-037_substrate_swap_3b_seam.md	2026-04-12
GP-038	seam	active	research_areas/private/seams/apparatus/instrumentation/GP-038_tail_cycle_time_instrumentation_seam.md	2026-04-18
GP-038	spec	active	research_areas/private/specs/active/apparatus/instrumentation/GP-038-040_shared_iteration_telemetry_spec.md	2026-04-18
GP-039	seam	active	research_areas/private/seams/apparatus/cage/GP-039_gate_library_formalization_seam.md	2026-04-12
GP-039	spec	active	research_areas/private/specs/active/apparatus/cage/GP-039_gate_library_formalization_spec.md	2026-04-12
GP-040	seam	active	research_areas/private/seams/apparatus/instrumentation/GP-040_throughput_instrumentation_seam.md	2026-04-18
GP-041	seam	active	research_areas/seams/engine/grammar/GP-041_form_family_escape_seam.md	2026-04-12
GP-042	project	active	projects/gp042_structural_memory_01	2026-04-12
GP-042	project	active	projects/gp042_structural_memory_01/history/1776027402_iter0_score_0_gp042_structural_memory_01.md	2026-04-12
GP-042	project	active	projects/gp042_structural_memory_01/history/1776027402_iter0_score_0_gp042_structural_memory_01_dag.json	2026-04-12
GP-042	project	active	projects/gp042_structural_memory_01/history/1776027402_iter0_score_0_gp042_structural_memory_01_meta.json	2026-04-12
GP-042	rubric	active	rubrics/gp042_structural_memory_01.json	2026-04-12
GP-042	seam	active	research_areas/private/seams/engine/mutator/GP-042_mutator_structural_diversity_seam.md	2026-04-12
GP-042	seam	active	research_areas/private/seams/substrates/corrector/GP-042_structural_memory_01_pre_registration.md	2026-04-12
GP-043	project	active	projects/gp043_post_escape_cleanup_01	2026-04-12
GP-043	rubric	active	rubrics/gp043_post_escape_cleanup_01.json	2026-04-12
GP-043	seam	active	research_areas/seams/substrates/corrector/GP-043_post_escape_semantic_cleanup_01_pre_registration.md	2026-04-12
GP-043	seam	active	research_areas/seams/substrates/corrector/GP-043_post_escape_semantic_cleanup_seam.md	2026-04-12
GP-044	project	active	projects/gp044_psi_dependent_floor_01	2026-04-12
GP-044	rubric	active	rubrics/gp044_psi_dependent_floor_01.json	2026-04-12
GP-044	seam	active	research_areas/seams/substrates/corrector/GP-044_psi_dependent_floor_01_pre_registration.md	2026-04-12
GP-044	seam	active	research_areas/seams/substrates/corrector/GP-044_psi_dependent_floor_seam.md	2026-04-12
GP-045	project	active	projects/gp045_cold_residual_01	2026-04-12
GP-045	project	active	projects/gp045_cold_residual_01/history/1776036404_iter0_score_0_gp045_cold_residual_01.md	2026-04-12
GP-045	project	active	projects/gp045_cold_residual_01/history/1776036404_iter0_score_0_gp045_cold_residual_01_dag.json	2026-04-12
GP-045	project	active	projects/gp045_cold_residual_01/history/1776036404_iter0_score_0_gp045_cold_residual_01_meta.json	2026-04-12
GP-045	project	active	projects/gp045_cold_residual_01/history/1776036404_iter6_score_57_gp045_cold_residual_01.md	2026-04-12
GP-045	project	active	projects/gp045_cold_residual_01/history/1776036404_iter6_score_57_gp045_cold_residual_01_dag.json	2026-04-12
GP-045	project	active	projects/gp045_cold_residual_01/history/1776036404_iter6_score_57_gp045_cold_residual_01_meta.json	2026-04-12
GP-045	project	active	projects/gp045_cold_residual_01/history/1776036404_iter7_score_100_gp045_cold_residual_01.md	2026-04-12
GP-045	project	active	projects/gp045_cold_residual_01/history/1776036404_iter7_score_100_gp045_cold_residual_01_dag.json	2026-04-12
GP-045	project	active	projects/gp045_cold_residual_01/history/1776036404_iter7_score_100_gp045_cold_residual_01_meta.json	2026-04-12
GP-045	project	active	projects/gp045_cold_residual_01_ab_control	2026-04-15
GP-045	project	active	projects/gp045_cold_residual_01_ab_control/history/1776036404_iter0_score_0_gp045_cold_residual_01.md	2026-04-15
GP-045	project	active	projects/gp045_cold_residual_01_ab_control/history/1776036404_iter0_score_0_gp045_cold_residual_01_dag.json	2026-04-15
GP-045	project	active	projects/gp045_cold_residual_01_ab_control/history/1776036404_iter0_score_0_gp045_cold_residual_01_meta.json	2026-04-15
GP-045	project	active	projects/gp045_cold_residual_01_ab_control/history/1776036404_iter6_score_57_gp045_cold_residual_01.md	2026-04-15
GP-045	project	active	projects/gp045_cold_residual_01_ab_control/history/1776036404_iter6_score_57_gp045_cold_residual_01_dag.json	2026-04-15
GP-045	project	active	projects/gp045_cold_residual_01_ab_control/history/1776036404_iter6_score_57_gp045_cold_residual_01_meta.json	2026-04-15
GP-045	project	active	projects/gp045_cold_residual_01_ab_control/history/1776036404_iter7_score_100_gp045_cold_residual_01.md	2026-04-15
GP-045	project	active	projects/gp045_cold_residual_01_ab_control/history/1776036404_iter7_score_100_gp045_cold_residual_01_dag.json	2026-04-15
GP-045	project	active	projects/gp045_cold_residual_01_ab_control/history/1776036404_iter7_score_100_gp045_cold_residual_01_meta.json	2026-04-15
